Name,Team,Number,Year
Irv Bemoras,MLH,7,1954
Frankie Brian,FTW,7,1954
Bill Gabor,SYR,7,1954
Bob Harrison,MLH,7,1954
Leo Barnhorst,FTW,8,1954
Nat Clifton,NYK,8,1954
Bob Lavoy,MLH,8,1954
Don Lofgran,MLH,8,1954
Wally Osterkorn,SYR,8,1954
George Senesky,PHW,8,1954
Joe Graboski,PHW,9,1954
Mel Hutchins,FTW,9,1954
Bill Tosheff,MLH,9,1954
Ernie Vandeweghe,NYK,9,1954
Jim Baechtold,NYK,10,1954
Jack Coleman,ROC,10,1954
Joe Fulks,PHW,10,1954
Red Holzman,MLH,10,1954
Bob Houbregs,BLB,10,1954
Dick Knostman,SYR,10,1954
Fred Scolari,FTW,10,1954
Max Zaslofsky,BLB,10,1954
Chuck Cooper,BOS,11,1954
Bob Davies,ROC,11,1954
Harry Gallatin,NYK,11,1954
Paul Hoffman,BLB,11,1954
Earl Lloyd,SYR,11,1954
Don Sunderlage,MLH,11,1954
Vince Boryla,NYK,12,1954
Walt Davis,PHW,12,1954
Bob Donham,BOS,12,1954
Lew Hitch,MLH,12,1954
Jim Holstein,MNL,12,1954
Al Masino,SYR,12,1954
Al Roges,BLB,12,1954
Norm Swanson,ROC,12,1954
George Yardley,FTW,12,1954
Bob Harris,BOS,13,1954
George Ratkovicz,MLH,13,1954
Bill Bolger,BLB,14,1954
Bob Cousy,BOS,14,1954
Danny Finn,PHW,14,1954
Bato Govedarica,SYR,14,1954
Bob Houbregs,MLH,14,1954
Jim Luisi,BLB,14,1954
Andy Phillip,FTW,14,1954
Connie Rea,BLB,14,1954
Arnie Risen,ROC,14,1954
Ed Smith,NYK,14,1954
Max Zaslofsky,MLH,14,1954
Leo Barnhorst,FTW,15,1954
Lew Hitch,MLH,15,1954
Billy Kenville,SYR,15,1954
Dick McGuire,NYK,15,1954
Ed Mikan,BOS,15,1954
Eddie Miller,BLB,15,1954
Ken Murray,FTW,15,1954
Dick Schnittker,MNL,15,1954
Odie Spears,ROC,15,1954
Zeke Zawoluk,PHW,15,1954
Bill Bolger,BLB,16,1954
Larry Foust,FTW,16,1954
Bob Harrison,MNL,16,1954
Bob Lavoy,SYR,16,1954
Mo Mahoney,BLB,16,1954
Al Masino,ROC,16,1954
Alfred McGuire,NYK,16,1954
Jack Nichols,BOS,16,1954
James Phelan,PHW,16,1954
Don Asmonga,BLB,17,1954
Don Barksdale,BOS,17,1954
Monk Meineke,FTW,17,1954
Jim Neal,SYR,17,1954
Jim Pollard,MNL,17,1954
Fred Schaus,NYK,17,1954
Joe Smyth,BLB,17,1954
Hal Uplinger,BLB,17,1954
Bob Brannum,BOS,18,1954
Cal Christensen,ROC,18,1954
Rollen Hans,BLB,18,1954
Pep Saul,MNL,18,1954
Chuck Share,FTW,18,1954
Connie Simmons,NYK,18,1954
Jim Fritsche,BLB,19,1954
Vern Mikkelsen,MNL,19,1954
Bob Peterson,BLB,19,1954
Leo Barnhorst,BLB,20,1954
Alex Hannum,ROC,20,1954
Whitey Skoog,MNL,20,1954
Jim Fritsche,BLB,21,1954
Frank Reddout,ROC,21,1954
Bill Sharman,BOS,21,1954
Ed Macauley,BOS,22,1954
Slater Martin,MNL,22,1954
Ernie Barrett,BOS,23,1954
Dick Schnittker,MNL,24,1954
Mark Workman,BLB,24,1954
Ray Felix,BLB,25,1954
,,26,1954
,,27,1954
,,28,1954
,,29,1954
,,30,1954
,,31,1954
,,32,1954
,,33,1954
Clyde Lovellette,MNL,34,1954
,,35,1954
,,36,1954
,,37,1954
,,38,1954
,,39,1954
,,40,1954
,,41,1954
,,42,1954
,,43,1954
,,44,1954
,,45,1954
,,46,1954
,,47,1954
,,48,1954
,,49,1954
,,50,1954
,,51,1954
,,52,1954
,,53,1954
,,54,1954
,,55,1954
,,56,1954
,,57,1954
,,58,1954
,,59,1954
,,60,1954
,,61,1954
,,62,1954
,,63,1954
,,64,1954
,,65,1954
,,66,1954
,,67,1954
,,68,1954
,,69,1954
,,70,1954
,,71,1954
,,72,1954
,,73,1954
,,74,1954
,,75,1954
,,76,1954
,,77,1954
,,78,1954
,,79,1954
,,80,1954
,,81,1954
,,82,1954
,,83,1954
,,84,1954
,,85,1954
,,86,1954
,,87,1954
,,88,1954
Clyde Lovellette,MNL,89,1954
,,90,1954
,,91,1954
,,92,1954
,,93,1954
,,94,1954
,,95,1954
,,96,1954
,,97,1954
,,98,1954
George Mikan,MNL,99,1954
,,0,1955
,,1,1955
,,2,1955
Bill Calhoun,MLH,3,1955
George King,SYR,3,1955
Bob Knight,NYK,3,1955
Carl Braun,NYK,4,1955
Fred Diute,MLH,4,1955
Alex Hannum,MLH,4,1955
Ken McBride,MLH,4,1955
Ken Murray,PHW,4,1955
Dolph Schayes,SYR,4,1955
Gene Shue,PHW,4,1955
Bert Cook,NYK,5,1955
Larry Costello,PHW,5,1955
George Dempsey,PHW,5,1955
Paul Seymour,SYR,5,1955
Chuck Share,MLH,5,1955
Paul Walther,FTW,5,1955
Skippy Whitaker,BOS,5,1955
Neil Johnston,PHW,6,1955
Phil Martin,MLH,6,1955
Carl McNulty,MLH,6,1955
Gene Shue,NYK,6,1955
Connie Simmons,SYR,6,1955
Frankie Brian,FTW,7,1955
Danny Finn,PHW,7,1955
Bill Gabor,SYR,7,1955
Bob Harrison,MLH,7,1955
Mike Kearns,PHW,7,1955
Alfred McGuire,BLB,7,1955
Gene Shue,NYK,7,1955
Nat Clifton,NYK,8,1955
Jim Fritsche,FTW,8,1955
Bob Houbregs,FTW,8,1955
Ronnie MacGilvray,MLH,8,1955
Wally Osterkorn,SYR,8,1955
Frank Selvy,MLH,8,1955
Fred Christ,NYK,9,1955
Joe Graboski,PHW,9,1955
Mel Hutchins,FTW,9,1955
Ken Murray,BLB,9,1955
Bob Peterson,NYK,9,1955
Bob Pettit,MLH,9,1955
Jim Baechtold,NYK,10,1955
Jack Coleman,ROC,10,1955
Bob Houbregs,BLB,10,1955
Red Kerr,SYR,10,1955
Pep Saul,MLH,10,1955
Max Zaslofsky,FTW,10,1955
Paul Arizin,PHW,11,1955
Bob Davies,ROC,11,1955
Harry Gallatin,NYK,11,1955
Lew Hitch,MNL,11,1955
Paul Hoffman,BLB,11,1955
Earl Lloyd,SYR,11,1955
Don Anielak,NYK,12,1955
Walt Davis,PHW,12,1955
Dick Farley,SYR,12,1955
Don Henriksen,ROC,12,1955
Lew Hitch,MLH,12,1955
Paul Hoffman,NYK,12,1955
Jim Holstein,MNL,12,1955
Togo Palazzi,BOS,12,1955
Al Roges,BLB,12,1955
Bobby Watson,MLH,12,1955
George Yardley,FTW,12,1955
George Ratkovicz,MLH,13,1955
Frank Selvy,MLH,13,1955
Tom Brennan,PHW,14,1955
Bob Cousy,BOS,14,1955
Dick Farley,SYR,14,1955
Herm Hedderick,NYK,14,1955
Paul Hoffman,PHW,14,1955
Jackie Moore,PHW,14,1955
Andy Phillip,FTW,14,1955
Arnie Risen,ROC,14,1955
Jim Tucker,SYR,14,1955
Chuck Cooper,MLH,15,1955
Billy Kenville,SYR,15,1955
Dick McGuire,NYK,15,1955
Red Morrison,BOS,15,1955
Dick Rosenthal,FTW,15,1955
Dick Schnittker,MNL,15,1955
Odie Spears,ROC,15,1955
Zeke Zawoluk,PHW,15,1955
Larry Foust,FTW,16,1955
Tom Marshall,ROC,16,1955
Jack Nichols,BOS,16,1955
Red Rocha,SYR,16,1955
Jack Turner,NYK,16,1955
Don Barksdale,BOS,17,1955
Jack George,PHW,17,1955
Chuck Grigsby,NYK,17,1955
Don Henriksen,BLB,17,1955
Monk Meineke,FTW,17,1955
Boris Nachamkin,ROC,17,1955
Jim Pollard,MNL,17,1955
Bob Brannum,BOS,18,1955
Bob Carney,MNL,18,1955
Cal Christensen,ROC,18,1955
Jim Neal,BLB,18,1955
Al Roges,FTW,18,1955
Don Sunderlage,MNL,18,1955
George Dempsey,PHW,19,1955
Ray Felix,NYK,19,1955
Vern Mikkelsen,MNL,19,1955
Connie Simmons,BLB,19,1955
Rollen Hans,BLB,20,1955
Bob Houbregs,BOS,20,1955
Whitey Skoog,MNL,20,1955
Art Spoelstra,ROC,20,1955
Bill Sharman,BOS,21,1955
Dan King,BLB,22,1955
Ed Macauley,BOS,22,1955
Slater Martin,MNL,22,1955
Ed Kalafat,MNL,23,1955
Frank Ramsey,BOS,23,1955
Fred Scolari,BOS,24,1955
,,25,1955
,,26,1955
,,27,1955
Frank Selvy,MLH,28,1955
,,29,1955
,,30,1955
,,31,1955
,,32,1955
,,33,1955
Clyde Lovellette,MNL,34,1955
,,35,1955
,,36,1955
,,37,1955
,,38,1955
,,39,1955
,,40,1955
,,41,1955
,,42,1955
,,43,1955
,,44,1955
,,45,1955
,,46,1955
,,47,1955
,,48,1955
,,49,1955
,,50,1955
,,51,1955
,,52,1955
,,53,1955
,,54,1955
,,55,1955
,,56,1955
,,57,1955
,,58,1955
,,59,1955
,,60,1955
,,61,1955
,,62,1955
,,63,1955
,,64,1955
,,65,1955
,,66,1955
,,67,1955
,,68,1955
,,69,1955
,,70,1955
,,71,1955
,,72,1955
,,73,1955
,,74,1955
,,75,1955
,,76,1955
,,77,1955
,,78,1955
,,79,1955
,,80,1955
,,81,1955
,,82,1955
,,83,1955
,,84,1955
,,85,1955
,,86,1955
,,87,1955
,,88,1955
,,89,1955
,,90,1955
,,91,1955
,,92,1955
,,93,1955
,,94,1955
,,95,1955
,,96,1955
,,97,1955
,,98,1955
,,99,1955
,,0,1956
,,1,1956
,,2,1956
Chris Harris,ROC,3,1956
George King,SYR,3,1956
Jack McMahon,ROC,3,1956
Carl Braun,NYK,4,1956
Larry Hennessy,PHW,4,1956
Dolph Schayes,SYR,4,1956
Connie Simmons,ROC,4,1956
George Dempsey,PHW,5,1956
Monk Meineke,ROC,5,1956
Chuck Noble,FTW,5,1956
Bob Santini,NYK,5,1956
Paul Seymour,SYR,5,1956
Chuck Share,STL,5,1956
Chuck Cooper,FTW,6,1956
Red Davis,ROC,6,1956
Walter Dukes,NYK,6,1956
Alex Hannum,STL,6,1956
Neil Johnston,PHW,6,1956
Ernie Beck,PHW,7,1956
Frankie Brian,FTW,7,1956
Corky Devlin,FTW,7,1956
Ed Fleming,ROC,7,1956
Bob Harrison,STL,7,1956
Bob Schafer,PHW,7,1956
Gene Shue,NYK,7,1956
Nat Clifton,NYK,8,1956
Ed Conlin,SYR,8,1956
Corky Devlin,FTW,8,1956
Odie Spears,FTW,8,1956
Art Spoelstra,ROC,8,1956
Joe Graboski,PHW,9,1956
Mel Hutchins,FTW,9,1956
Bob Peterson,NYK,9,1956
Bob Pettit,STL,9,1956
Bobby Wanzer,ROC,9,1956
Jim Baechtold,NYK,10,1956
Jim Holstein,FTW,10,1956
Red Kerr,SYR,10,1956
Jack Twyman,ROC,10,1956
Max Zaslofsky,FTW,10,1956
Paul Arizin,PHW,11,1956
Chuck Cooper,STL,11,1956
Harry Gallatin,NYK,11,1956
Lew Hitch,MNL,11,1956
Earl Lloyd,SYR,11,1956
Med Park,STL,11,1956
Jack Coleman,STL,12,1956
Walt Davis,PHW,12,1956
Dick Farley,SYR,12,1956
Togo Palazzi,BOS,12,1956
Dick Ricketts,STL,12,1956
Kenny Sears,NYK,12,1956
Maurice Stokes,ROC,12,1956
George Yardley,FTW,12,1956
,,13,1956
Bob Cousy,BOS,14,1956
Jackie Moore,PHW,14,1956
Andy Phillip,FTW,14,1956
Richie Regan,ROC,14,1956
Jesse Arnelle,FTW,15,1956
Jack Coleman,ROC,15,1956
Tom Gola,PHW,15,1956
Johnny Horan,FTW,15,1956
Billy Kenville,SYR,15,1956
Dick McGuire,NYK,15,1956
Red Morrison,BOS,15,1956
Dick Ricketts,ROC,15,1956
Dick Schnittker,MNL,15,1956
Odie Spears,FTW,15,1956
Jack Stephens,STL,15,1956
Larry Foust,FTW,16,1956
Dick Garmaker,MNL,16,1956
Jack Nichols,BOS,16,1956
Red Rocha,SYR,16,1956
Dick Atha,NYK,17,1956
Jack George,PHW,17,1956
Bob Houbregs,FTW,17,1956
Jim Tucker,SYR,17,1956
Jesse Arnelle,FTW,18,1956
Don Bielke,FTW,18,1956
Jim Loscutoff,BOS,18,1956
Chuck Mencel,MNL,18,1956
Ernie Vandeweghe,NYK,18,1956
Ray Felix,NYK,19,1956
Vern Mikkelsen,MNL,19,1956
Arnie Risen,BOS,19,1956
Dick Hemric,BOS,20,1956
Whitey Skoog,MNL,20,1956
Bill Sharman,BOS,21,1956
Ron Feiereisel,MNL,22,1956
Al Ferrari,STL,22,1956
Ed Macauley,BOS,22,1956
Slater Martin,MNL,22,1956
Ernie Barrett,BOS,23,1956
Ed Kalafat,MNL,23,1956
Chris Harris,STL,24,1956
Jack McMahon,STL,24,1956
Bob Schafer,PHW,25,1956
,,26,1956
Med Park,STL,27,1956
Bob Schafer,STL,27,1956
Frank Selvy,STL,28,1956
,,29,1956
,,30,1956
,,31,1956
,,32,1956
Bob Williams,MNL,33,1956
Clyde Lovellette,MNL,34,1956
,,35,1956
,,36,1956
,,37,1956
,,38,1956
,,39,1956
,,40,1956
,,41,1956
,,42,1956
,,43,1956
,,44,1956
,,45,1956
,,46,1956
,,47,1956
,,48,1956
,,49,1956
,,50,1956
,,51,1956
,,52,1956
,,53,1956
,,54,1956
,,55,1956
,,56,1956
,,57,1956
,,58,1956
,,59,1956
,,60,1956
,,61,1956
,,62,1956
,,63,1956
,,64,1956
,,65,1956
,,66,1956
,,67,1956
,,68,1956
,,69,1956
,,70,1956
,,71,1956
,,72,1956
,,73,1956
,,74,1956
,,75,1956
,,76,1956
,,77,1956
,,78,1956
,,79,1956
,,80,1956
,,81,1956
,,82,1956
,,83,1956
,,84,1956
,,85,1956
,,86,1956
,,87,1956
,,88,1956
,,89,1956
,,90,1956
,,91,1956
,,92,1956
,,93,1956
,,94,1956
,,95,1956
,,96,1956
,,97,1956
,,98,1956
George Mikan,MNL,99,1956
,,0,1957
,,1,1957
,,2,1957
Ed Fleming,ROC,3,1957
Si Green,ROC,3,1957
Bob Harrison,SYR,3,1957
Jim Ray,SYR,3,1957
Bob Schafer,SYR,3,1957
Carl Braun,NYK,4,1957
Jackie Moore,PHW,4,1957
Dolph Schayes,SYR,4,1957
George Dempsey,PHW,5,1957
Chuck Noble,FTW,5,1957
Dave Piontek,ROC,5,1957
Paul Seymour,SYR,5,1957
Forest Able,SYR,6,1957
Bob Burrow,ROC,6,1957
Cliff Hagan,STL,6,1957
Neil Johnston,PHW,6,1957
Willie Naulls,NYK,6,1957
Togo Palazzi,SYR,6,1957
Red Rocha,FTW,6,1957
Bill Russell,BOS,6,1957
Ernie Beck,PHW,7,1957
Slater Martin,NYK,7,1957
Johnny McCarthy,ROC,7,1957
Gene Shue,FTW,7,1957
Nat Clifton,NYK,8,1957
Ed Conlin,SYR,8,1957
Corky Devlin,FTW,8,1957
Art Spoelstra,ROC,8,1957
Joe Graboski,PHW,9,1957
Richie Guerin,NYK,9,1957
Bob Hopkins,SYR,9,1957
Mel Hutchins,FTW,9,1957
Bob Pettit,STL,9,1957
Bobby Wanzer,ROC,9,1957
Jim Baechtold,NYK,10,1957
Red Kerr,SYR,10,1957
Bill Thieben,FTW,10,1957
Jack Twyman,ROC,10,1957
Paul Arizin,PHW,11,1957
Harry Gallatin,NYK,11,1957
Earl Lloyd,SYR,11,1957
Jim Paxson,MNL,11,1957
Jack Coleman,STL,12,1957
Walt Davis,PHW,12,1957
Joe Holup,SYR,12,1957
Togo Palazzi,BOS,12,1957
Kenny Sears,NYK,12,1957
Maurice Stokes,ROC,12,1957
George Yardley,FTW,12,1957
,,13,1957
Bob Cousy,BOS,14,1957
Lew Hitch,PHW,14,1957
Billy Kenville,FTW,14,1957
Jackie Moore,PHW,14,1957
Richie Regan,ROC,14,1957
Ron Shavlik,NYK,14,1957
Tom Heinsohn,BOS,15,1957
Larry Hennessy,SYR,15,1957
Dick McGuire,NYK,15,1957
Dick Ricketts,ROC,15,1957
Dick Rosenthal,FTW,15,1957
Don Savage,SYR,15,1957
Dick Schnittker,MNL,15,1957
Odie Spears,STL,15,1957
Al Bianchi,SYR,16,1957
Larry Foust,FTW,16,1957
Dick Garmaker,MNL,16,1957
Hal Lear,PHW,16,1957
Tom Marshall,ROC,16,1957
Jack Nichols,BOS,16,1957
Jack George,PHW,17,1957
Cliff Hagan,STL,17,1957
Bob Houbregs,FTW,17,1957
Andy Phillip,BOS,17,1957
Ron Sobie,NYK,17,1957
Jim Tucker,SYR,17,1957
Gary Bergen,NYK,18,1957
Larry Costello,PHW,18,1957
Alex Hannum,FTW,18,1957
Phil Jordon,NYK,18,1957
Jim Loscutoff,BOS,18,1957
Chuck Mencel,MNL,18,1957
Bob Armstrong,PHW,19,1957
Ray Felix,NYK,19,1957
Vern Mikkelsen,MNL,19,1957
Arnie Risen,BOS,19,1957
Odie Spears,FTW,19,1957
Dick Hemric,BOS,20,1957
Ed Macauley,STL,20,1957
Whitey Skoog,MNL,20,1957
Slick Leonard,MNL,21,1957
Jack McMahon,STL,21,1957
Bill Sharman,BOS,21,1957
Slater Martin,STL,22,1957
Norm Stewart,STL,22,1957
Ed Kalafat,MNL,23,1957
Frank Ramsey,BOS,23,1957
Walter Dukes,MNL,24,1957
John Barber,STL,25,1957
Irv Bemoras,STL,26,1957
,,27,1957
,,28,1957
Lou Tsioropoulos,BOS,29,1957
,,30,1957
,,31,1957
Med Park,STL,32,1957
Alex Hannum,STL,33,1957
Willie Naulls,STL,33,1957
Bob Williams,MNL,33,1957
Clyde Lovellette,MNL,34,1957
,,35,1957
,,36,1957
,,37,1957
,,38,1957
,,39,1957
,,40,1957
,,41,1957
,,42,1957
,,43,1957
,,44,1957
,,45,1957
,,46,1957
,,47,1957
,,48,1957
,,49,1957
Ed Macauley,STL,50,1957
,,51,1957
,,52,1957
,,53,1957
,,54,1957
,,55,1957
,,56,1957
,,57,1957
,,58,1957
,,59,1957
,,60,1957
,,61,1957
,,62,1957
,,63,1957
,,64,1957
,,65,1957
,,66,1957
,,67,1957
,,68,1957
,,69,1957
Chuck Share,STL,70,1957
,,71,1957
,,72,1957
,,73,1957
,,74,1957
,,75,1957
,,76,1957
,,77,1957
,,78,1957
,,79,1957
,,80,1957
,,81,1957
,,82,1957
,,83,1957
,,84,1957
,,85,1957
,,86,1957
,,87,1957
,,88,1957
,,89,1957
,,90,1957
,,91,1957
,,92,1957
,,93,1957
,,94,1957
,,95,1957
,,96,1957
,,97,1957
,,98,1957
,,99,1957
,,0,1958
,,1,1958
,,2,1958
Bob Harrison,SYR,3,1958
Brendan McCann,NYK,3,1958
Carl Braun,NYK,4,1958
Dolph Schayes,SYR,4,1958
George Dempsey,PHW,5,1958
Chuck Noble,DET,5,1958
Paul Seymour,SYR,5,1958
Guy Sparrow,NYK,5,1958
Larry Costello,SYR,6,1958
Bill Ebben,DET,6,1958
Neil Johnston,PHW,6,1958
Billy Kenville,DET,6,1958
Willie Naulls,NYK,6,1958
Togo Palazzi,SYR,6,1958
Bill Russell,BOS,6,1958
Dick Atha,DET,7,1958
Ernie Beck,PHW,7,1958
Larry Friend,NYK,7,1958
Doug Bolstorff,DET,8,1958
Ed Conlin,SYR,8,1958
Earl Lloyd,SYR,8,1958
Tom Marshall,DET,8,1958
Joe Graboski,PHW,9,1958
Richie Guerin,NYK,9,1958
Joe Holup,DET,9,1958
Bob Hopkins,SYR,9,1958
Bob Pettit,STL,9,1958
Bill Thieben,DET,9,1958
Dick Duckett,CIN,10,1958
Harry Gallatin,DET,10,1958
Mel Hutchins,NYK,10,1958
Red Kerr,SYR,10,1958
Paul Arizin,PHW,11,1958
Jack Coleman,STL,11,1958
Ed Conlin,SYR,11,1958
Earl Lloyd,SYR,11,1958
Jim Paxson,CIN,11,1958
Frank Selvy,MNL,11,1958
Walt Davis,STL,12,1958
Joe Holup,SYR,12,1958
Red Morrison,STL,12,1958
Kenny Sears,NYK,12,1958
Maurice Stokes,CIN,12,1958
George Yardley,DET,12,1958
Corky Devlin,MNL,13,1958
Chuck Share,STL,13,1958
Bob Cousy,BOS,14,1958
Walter Dukes,DET,14,1958
Larry Foust,MNL,14,1958
Richie Regan,CIN,14,1958
Woody Sauldsberry,PHW,14,1958
Charlie Tyra,NYK,14,1958
Larry Costello,SYR,15,1958
Tom Gola,PHW,15,1958
Tom Heinsohn,BOS,15,1958
George King,CIN,15,1958
Dick McGuire,DET,15,1958
Jerry Paulson,CIN,15,1958
Dick Schnittker,MNL,15,1958
Win Wilfong,STL,15,1958
Al Bianchi,SYR,16,1958
Dick Garmaker,MNL,16,1958
Cliff Hagan,STL,16,1958
Phil Jordon,DET,16,1958
Jack Nichols,BOS,16,1958
Ron Shavlik,NYK,16,1958
Jack George,PHW,17,1958
Bob Houbregs,DET,17,1958
Togo Palazzi,SYR,17,1958
Med Park,STL,17,1958
Worthy Patterson,STL,17,1958
Andy Phillip,BOS,17,1958
Ron Sobie,NYK,17,1958
Phil Jordon,NYK,18,1958
Jim Loscutoff,BOS,18,1958
Lennie Rosenbluth,PHW,18,1958
Art Spoelstra,NYK,18,1958
Pat Dunn,PHW,19,1958
Ray Felix,NYK,19,1958
Vern Mikkelsen,MNL,19,1958
Ray Radziszewski,PHW,19,1958
Arnie Risen,BOS,19,1958
Frank Selvy,STL,19,1958
Ed Macauley,STL,20,1958
Tom Marshall,CIN,20,1958
Lou Tsioropoulos,BOS,20,1958
Jim Walsh,PHW,20,1958
Slick Leonard,MNL,21,1958
Jack McMahon,STL,21,1958
Bill Sharman,BOS,21,1958
Gene Shue,DET,21,1958
George Brown,MNL,22,1958
McCoy Ingram,MNL,22,1958
Slater Martin,STL,22,1958
Monk Meineke,CIN,22,1958
Walter Dukes,DET,23,1958
Frank Ramsey,BOS,23,1958
Nat Clifton,DET,24,1958
Bo Erias,MNL,24,1958
Sam Jones,BOS,24,1958
Dick Ricketts,CIN,24,1958
Dave Piontek,CIN,25,1958
,,26,1958
Art Spoelstra,MNL,27,1958
Jack Twyman,CIN,27,1958
,,28,1958
,,29,1958
,,30,1958
,,31,1958
Jim Krebs,MNL,32,1958
Hot Rod,MNL,33,1958
Clyde Lovellette,CIN,34,1958
,,35,1958
,,36,1958
,,37,1958
,,38,1958
,,39,1958
,,40,1958
,,41,1958
,,42,1958
,,43,1958
,,44,1958
,,45,1958
,,46,1958
,,47,1958
,,48,1958
,,49,1958
Bob Burrow,MNL,50,1958
Ed Fleming,MNL,50,1958
,,51,1958
,,52,1958
,,53,1958
,,54,1958
,,55,1958
,,56,1958
,,57,1958
,,58,1958
,,59,1958
,,60,1958
,,61,1958
,,62,1958
,,63,1958
,,64,1958
,,65,1958
,,66,1958
,,67,1958
,,68,1958
,,69,1958
Ed Fleming,MNL,70,1958
,,71,1958
,,72,1958
,,73,1958
,,74,1958
,,75,1958
,,76,1958
,,77,1958
,,78,1958
,,79,1958
,,80,1958
,,81,1958
,,82,1958
,,83,1958
,,84,1958
,,85,1958
,,86,1958
,,87,1958
,,88,1958
,,89,1958
,,90,1958
,,91,1958
,,92,1958
,,93,1958
,,94,1958
,,95,1958
,,96,1958
,,97,1958
,,98,1958
,,99,1958
,,0,1959
,,1,1959
,,2,1959
George Dempsey,SYR,3,1959
Tommy Kearns,SYR,3,1959
Brendan McCann,NYK,3,1959
Carl Braun,NYK,4,1959
Dolph Schayes,SYR,4,1959
George Dempsey,PHW,5,1959
Jack George,NYK,5,1959
Paul Seymour,SYR,5,1959
Guy Sparrow,NYK,5,1959
Larry Costello,SYR,6,1959
Neil Johnston,PHW,6,1959
Shellie McMillon,DET,6,1959
Willie Naulls,NYK,6,1959
Bill Russell,BOS,6,1959
Ernie Beck,PHW,7,1959
Jerry Bird,NYK,7,1959
Connie Dierking,SYR,8,1959
Mike Farmer,NYK,8,1959
Joe Graboski,PHW,9,1959
Richie Guerin,NYK,9,1959
Joe Holup,DET,9,1959
Bob Hopkins,SYR,9,1959
Bob Pettit,STL,9,1959
Barney Cable,DET,10,1959
Red Kerr,SYR,10,1959
Larry Staverman,CIN,10,1959
Win Wilfong,STL,10,1959
Paul Arizin,PHW,11,1959
Ed Conlin,SYR,11,1959
Al Ferrari,STL,11,1959
Vern Hatton,CIN,11,1959
Phil Rollins,CIN,11,1959
Ed Conlin,DET,12,1959
Boo Ellis,MNL,12,1959
Si Green,CIN,12,1959
Andy Johnson,PHW,12,1959
Hub Reed,STL,12,1959
Kenny Sears,NYK,12,1959
George Yardley,SYR,12,1959
Chuck Share,STL,13,1959
Bob Cousy,BOS,14,1959
Larry Foust,MNL,14,1959
Chuck Noble,DET,14,1959
Med Park,CIN,14,1959
Woody Sauldsberry,PHW,14,1959
Charlie Tyra,NYK,14,1959
Bucky Bockhorn,CIN,15,1959
Pete Brennan,NYK,15,1959
Tom Gola,PHW,15,1959
Hal Greer,SYR,15,1959
Tom Heinsohn,BOS,15,1959
Dick McGuire,DET,15,1959
Frank Selvy,NYK,15,1959
Win Wilfong,STL,15,1959
Al Bianchi,SYR,16,1959
Pete Brennan,NYK,16,1959
Dick Garmaker,MNL,16,1959
Cliff Hagan,STL,16,1959
Phil Jordon,DET,16,1959
Jack Parr,CIN,16,1959
Guy Sparrow,PHW,16,1959
Bennie Swain,BOS,16,1959
Gene Conley,BOS,17,1959
Jack George,PHW,17,1959
Si Green,STL,17,1959
Earl Lloyd,DET,17,1959
Togo Palazzi,SYR,17,1959
Med Park,STL,17,1959
Ron Sobie,NYK,17,1959
Jim Loscutoff,BOS,18,1959
Lennie Rosenbluth,PHW,18,1959
Ray Felix,NYK,19,1959
Vern Mikkelsen,MNL,19,1959
Hub Reed,STL,19,1959
Vern Hatton,PHW,20,1959
Ed Macauley,STL,20,1959
Tom Marshall,CIN,20,1959
Phil Rollins,PHW,20,1959
Lou Tsioropoulos,BOS,20,1959
Slick Leonard,MNL,21,1959
Jack McMahon,STL,21,1959
Bill Sharman,BOS,21,1959
Gene Shue,DET,21,1959
Elgin Baylor,MNL,22,1959
Archie Dees,CIN,22,1959
Dick Farley,DET,22,1959
Slater Martin,STL,22,1959
Walter Dukes,DET,23,1959
Boo Ellis,MNL,23,1959
Frank Ramsey,BOS,23,1959
Sam Jones,BOS,24,1959
Jim Palmer,CIN,24,1959
K.C. Jones,BOS,25,1959
Dave Piontek,CIN,25,1959
Guy Rodgers,PHW,25,1959
Al Ferrari,STL,26,1959
Johnny McCarthy,CIN,26,1959
K.C. Jones,BOS,27,1959
Jack Twyman,CIN,27,1959
,,28,1959
,,29,1959
Steve Hamilton,MNL,30,1959
,,31,1959
Jim Krebs,MNL,32,1959
Dave Gambee,STL,33,1959
Hot Rod,MNL,33,1959
Wayne Embry,CIN,34,1959
Clyde Lovellette,STL,34,1959
,,35,1959
,,36,1959
,,37,1959
,,38,1959
,,39,1959
,,40,1959
,,41,1959
,,42,1959
,,43,1959
,,44,1959
,,45,1959
,,46,1959
,,47,1959
,,48,1959
,,49,1959
Ed Fleming,MNL,50,1959
,,51,1959
,,52,1959
,,53,1959
,,54,1959
,,55,1959
,,56,1959
,,57,1959
,,58,1959
,,59,1959
,,60,1959
,,61,1959
,,62,1959
,,63,1959
,,64,1959
,,65,1959
,,66,1959
,,67,1959
,,68,1959
,,69,1959
,,70,1959
,,71,1959
,,72,1959
,,73,1959
,,74,1959
,,75,1959
,,76,1959
,,77,1959
,,78,1959
,,79,1959
,,80,1959
,,81,1959
,,82,1959
,,83,1959
,,84,1959
,,85,1959
,,86,1959
,,87,1959
,,88,1959
,,89,1959
,,90,1959
,,91,1959
,,92,1959
,,93,1959
,,94,1959
,,95,1959
,,96,1959
,,97,1959
,,98,1959
,,99,1959
,,0,1960
,,1,1960
,,2,1960
Brendan McCann,NYK,3,1960
Jim Ray,SYR,3,1960
